,id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
2499,111227,Female,Loyal Customer,11,Personal Travel,Eco,1703,2,2,2,4,2,2,2,2,1,2,3,2,4,2,0,0,0
2500,22277,Male,disloyal Customer,24,Business travel,Eco,83,3,0,3,4,5,3,2,5,5,4,3,5,3,5,0,0,0
2501,118110,Female,Loyal Customer,50,Personal Travel,Eco,1999,1,5,1,2,3,5,5,5,5,1,5,4,5,5,26,19,0
2502,127726,Female,Loyal Customer,47,Business travel,Business,255,2,2,2,2,5,4,5,4,4,4,4,4,4,4,6,12,1
2503,83378,Female,Loyal Customer,60,Personal Travel,Eco,1124,3,4,3,2,5,1,5,4,4,3,4,2,4,2,0,0,0
2504,116396,Male,Loyal Customer,34,Personal Travel,Eco,390,4,5,4,2,4,4,1,4,3,3,5,5,4,4,0,0,0
2505,27570,Female,Loyal Customer,45,Personal Travel,Eco,679,4,1,4,4,3,3,4,3,3,4,5,3,3,3,0,0,0
2506,17553,Female,Loyal Customer,13,Personal Travel,Eco,1045,3,5,3,3,2,3,5,2,3,4,5,3,5,2,84,75,0
2507,52933,Female,Loyal Customer,57,Personal Travel,Eco,679,4,5,4,4,5,5,4,4,4,4,4,5,4,5,1,24,0
2508,69236,Female,Loyal Customer,51,Business travel,Business,2013,3,2,2,2,2,3,3,3,3,3,3,3,3,4,0,0,0
2509,5589,Female,Loyal Customer,60,Business travel,Business,3215,5,1,5,5,2,5,4,4,4,4,4,4,4,5,0,0,1
2510,116397,Male,Loyal Customer,22,Personal Travel,Eco,296,2,5,4,2,2,4,3,2,1,1,3,2,4,2,0,0,0
2511,86060,Female,Loyal Customer,50,Business travel,Business,1913,3,3,2,3,2,5,4,4,4,4,4,3,4,5,0,14,1
2512,44742,Female,Loyal Customer,28,Personal Travel,Eco Plus,67,2,3,2,3,4,2,4,4,1,5,4,3,4,4,0,0,0
2513,10421,Male,Loyal Customer,59,Business travel,Business,2323,3,3,3,3,3,4,4,5,5,5,5,3,5,4,0,0,1
2514,71475,Female,Loyal Customer,33,Business travel,Business,2867,3,4,4,4,3,3,4,3,3,3,3,1,3,2,0,0,0
2515,123112,Female,disloyal Customer,26,Business travel,Business,631,3,0,3,3,2,3,2,2,5,3,4,5,4,2,0,0,0
2516,117112,Male,Loyal Customer,46,Business travel,Eco,247,2,1,1,1,2,2,2,2,1,3,4,3,3,2,48,30,0
2517,83221,Female,Loyal Customer,57,Business travel,Business,2079,3,3,3,3,4,4,5,5,5,4,5,4,5,4,0,0,1
2518,110727,Male,Loyal Customer,27,Business travel,Business,2648,2,1,2,2,4,4,4,4,4,2,5,3,5,4,15,18,1
2519,105060,Male,Loyal Customer,33,Personal Travel,Eco Plus,361,1,5,1,4,3,1,5,3,4,3,4,4,4,3,0,0,0
2520,77494,Male,disloyal Customer,37,Business travel,Eco,687,4,4,4,3,5,4,5,5,4,2,5,4,1,5,0,0,0
2521,122293,Male,Loyal Customer,39,Personal Travel,Eco,546,3,4,3,4,1,3,1,1,3,2,2,5,3,1,5,2,0
2522,5198,Female,Loyal Customer,51,Business travel,Business,3061,4,4,4,4,5,5,4,5,5,5,5,5,5,4,40,46,1
2523,119912,Female,disloyal Customer,60,Business travel,Business,1009,3,3,3,2,2,3,2,2,3,4,4,5,4,2,0,20,0
2524,9745,Male,Loyal Customer,39,Business travel,Business,3706,1,1,1,1,5,3,4,4,4,4,4,2,4,4,1,0,1
2525,10403,Male,Loyal Customer,43,Business travel,Business,3146,0,0,0,1,2,5,4,5,5,5,5,3,5,4,0,0,1
2526,60068,Female,disloyal Customer,24,Business travel,Eco,1050,3,3,3,4,2,3,2,2,3,1,4,2,3,2,21,46,0
2527,129629,Female,disloyal Customer,22,Business travel,Business,337,0,0,0,1,2,0,2,2,5,5,4,4,4,2,0,0,1
2528,15115,Female,disloyal Customer,31,Business travel,Eco,1042,3,4,4,5,4,4,4,4,1,5,2,1,4,4,0,0,0
2529,56655,Male,disloyal Customer,37,Business travel,Eco,623,2,2,3,4,3,3,3,3,2,5,4,1,4,3,30,13,0
2530,17656,Female,Loyal Customer,53,Business travel,Eco,608,5,5,5,5,4,4,4,5,5,5,5,2,5,1,0,0,1
2531,43515,Male,Loyal Customer,30,Personal Travel,Eco,752,3,4,4,3,4,4,4,4,5,3,4,5,4,4,0,4,0
2532,103686,Female,disloyal Customer,49,Business travel,Eco,251,4,1,4,3,4,4,4,4,2,5,3,4,2,4,0,0,0
2533,100261,Male,Loyal Customer,36,Business travel,Business,1011,3,3,3,3,3,5,5,4,4,5,4,5,4,4,11,0,1
2534,2566,Female,Loyal Customer,52,Business travel,Business,227,2,5,5,5,4,2,3,2,2,3,2,4,2,1,0,5,0
2535,36954,Female,disloyal Customer,38,Business travel,Business,359,1,1,1,2,4,1,4,4,5,3,4,3,5,4,0,0,0
2536,85887,Female,Loyal Customer,9,Personal Travel,Eco,2172,1,4,1,3,1,1,1,1,5,4,3,3,4,1,7,18,0
2537,112790,Male,Loyal Customer,53,Business travel,Business,715,1,1,2,1,4,5,5,4,4,4,4,3,4,3,5,8,1
2538,48562,Female,Loyal Customer,34,Personal Travel,Eco,776,3,4,3,2,1,3,1,1,3,4,5,3,4,1,8,14,0
2539,29431,Female,Loyal Customer,59,Business travel,Business,2149,3,3,3,3,3,5,1,4,4,4,4,2,4,3,0,0,1
2540,76375,Female,Loyal Customer,30,Business travel,Business,1817,4,2,2,2,4,4,4,4,3,5,4,2,4,4,0,14,0
2541,7348,Male,Loyal Customer,58,Business travel,Business,464,3,3,3,3,4,5,5,4,4,4,4,4,4,3,19,29,1
2542,102585,Female,disloyal Customer,22,Business travel,Eco,414,2,0,2,5,1,2,1,1,5,4,4,3,5,1,9,0,0
2543,120820,Female,Loyal Customer,38,Personal Travel,Eco,666,5,0,5,4,3,5,3,3,4,3,5,5,5,3,0,0,1
2544,30570,Female,Loyal Customer,46,Business travel,Business,3828,5,5,5,5,4,3,3,4,4,4,4,5,4,4,8,5,1
2545,129632,Male,Loyal Customer,46,Business travel,Business,2358,1,1,1,1,3,5,5,4,4,4,4,4,4,4,0,0,1
2546,111435,Male,Loyal Customer,58,Business travel,Business,1953,3,5,3,3,4,5,4,3,3,3,3,5,3,5,0,0,1
2547,99051,Male,Loyal Customer,44,Business travel,Business,1663,1,1,1,1,3,4,4,4,4,4,4,5,4,4,0,1,1
2548,91089,Male,Loyal Customer,11,Personal Travel,Eco,515,2,4,2,5,1,2,1,1,4,3,4,3,4,1,9,14,0
2549,9218,Female,Loyal Customer,52,Business travel,Business,3094,2,1,5,1,5,4,4,2,2,3,2,2,2,1,0,0,0
2550,44142,Female,Loyal Customer,56,Personal Travel,Eco,207,1,4,0,2,5,1,3,4,4,0,4,2,4,3,0,10,0
2551,8662,Male,disloyal Customer,32,Business travel,Business,227,4,4,4,4,2,4,2,2,3,3,5,5,4,2,7,18,0
2552,77313,Male,disloyal Customer,23,Business travel,Business,590,5,0,5,3,4,5,4,4,4,4,4,4,4,4,0,2,1
2553,24091,Male,Loyal Customer,41,Business travel,Business,554,5,5,5,5,5,4,5,4,4,4,4,4,4,5,27,9,1
2554,129799,Female,Loyal Customer,25,Personal Travel,Eco,308,3,5,3,2,2,3,2,2,3,5,4,3,5,2,49,42,0
2555,8907,Male,Loyal Customer,46,Business travel,Business,510,5,5,5,5,3,5,4,4,4,4,4,5,4,3,0,0,1
2556,60755,Male,Loyal Customer,27,Business travel,Business,3848,2,3,3,3,2,2,2,2,1,4,3,4,3,2,20,8,0
2557,7475,Female,Loyal Customer,60,Business travel,Business,3587,1,1,1,1,3,4,5,5,5,5,5,4,5,5,18,19,1
2558,13904,Female,Loyal Customer,44,Business travel,Eco,192,2,4,5,5,4,1,1,1,1,2,1,5,1,1,23,13,1
2559,24207,Male,disloyal Customer,18,Business travel,Eco,302,2,1,2,4,1,2,1,1,1,5,3,3,3,1,0,0,0
2560,127387,Female,disloyal Customer,26,Business travel,Business,868,4,4,4,4,3,4,3,3,5,2,5,5,5,3,0,6,0
2561,32102,Male,disloyal Customer,25,Business travel,Business,216,3,0,3,3,2,3,2,2,1,2,5,1,5,2,4,0,0
2562,60923,Male,disloyal Customer,22,Business travel,Eco,888,1,1,1,1,3,1,3,3,3,2,5,4,5,3,0,0,0
2563,74301,Female,disloyal Customer,25,Business travel,Eco Plus,811,1,5,1,2,5,1,4,5,2,2,5,1,4,5,0,0,0
2564,123959,Female,Loyal Customer,53,Business travel,Business,1724,2,2,2,2,4,2,3,4,4,4,2,3,4,1,0,0,0
2565,17522,Female,Loyal Customer,59,Personal Travel,Eco,341,3,1,3,2,1,1,1,5,5,3,5,2,5,1,0,0,0
2566,12026,Male,Loyal Customer,44,Business travel,Eco,351,5,2,2,2,5,5,5,5,3,3,3,4,2,5,0,0,1
2567,119692,Female,Loyal Customer,43,Business travel,Business,1430,5,5,5,5,4,5,4,3,3,4,3,3,3,5,106,119,1
2568,14064,Male,Loyal Customer,37,Personal Travel,Eco Plus,319,3,4,3,3,1,3,1,1,1,4,4,4,2,1,0,0,0
2569,45126,Male,Loyal Customer,62,Personal Travel,Eco,157,1,3,1,3,3,1,3,3,4,1,3,2,4,3,0,54,0
2570,36410,Male,disloyal Customer,45,Business travel,Eco,369,4,0,4,4,1,4,5,1,3,5,4,2,1,1,0,0,0
2571,77677,Male,disloyal Customer,26,Business travel,Business,689,1,1,1,3,5,1,5,5,5,5,5,3,4,5,0,0,0
2572,93080,Male,disloyal Customer,28,Business travel,Business,860,4,4,4,4,2,4,2,2,3,4,5,5,4,2,62,54,0
2573,29286,Female,disloyal Customer,24,Business travel,Eco,933,1,1,1,3,1,1,1,1,1,1,2,4,2,1,0,10,0
2574,28414,Female,Loyal Customer,26,Personal Travel,Business,1399,4,2,4,4,4,4,5,4,1,2,4,4,4,4,0,0,0
2575,21840,Male,Loyal Customer,63,Business travel,Business,448,2,2,2,2,5,4,5,4,4,5,4,3,4,4,15,8,1
2576,42486,Female,disloyal Customer,26,Business travel,Eco,693,3,3,3,3,3,3,3,3,5,5,1,1,1,3,0,0,0
2577,49355,Male,Loyal Customer,41,Business travel,Business,3306,5,5,5,5,1,5,4,5,5,5,5,2,5,2,28,24,1
2578,46728,Female,Loyal Customer,17,Personal Travel,Eco,125,3,2,0,4,5,0,5,5,4,4,3,3,3,5,0,0,0
2579,34516,Female,Loyal Customer,36,Personal Travel,Eco,1521,2,2,2,3,5,2,5,5,3,4,3,3,3,5,0,4,0
2580,7236,Female,Loyal Customer,30,Business travel,Business,2237,2,2,3,2,4,4,3,4,1,3,3,5,4,4,0,0,1
2581,85813,Female,Loyal Customer,27,Personal Travel,Eco,666,2,0,2,1,3,2,3,3,3,5,4,5,4,3,1,5,0
2582,76379,Female,Loyal Customer,65,Business travel,Business,931,4,5,5,5,1,3,4,4,4,4,4,4,4,3,0,1,0
2583,35230,Female,disloyal Customer,23,Business travel,Eco,1056,3,3,3,4,4,3,4,4,3,3,1,1,4,4,0,0,0
2584,127167,Male,Loyal Customer,10,Personal Travel,Eco,325,3,3,3,5,3,3,3,3,2,3,3,2,5,3,0,0,0
2585,56679,Male,Loyal Customer,16,Personal Travel,Eco,937,4,5,4,3,3,4,3,3,5,4,4,5,4,3,2,8,0
2586,54901,Female,Loyal Customer,8,Personal Travel,Eco,862,2,4,2,5,3,2,5,3,3,2,5,4,5,3,0,10,0
2587,30642,Female,disloyal Customer,32,Business travel,Eco,533,2,4,2,3,2,2,4,2,2,1,3,3,4,2,20,24,0
2588,49038,Female,Loyal Customer,56,Business travel,Business,2138,2,2,2,2,4,1,1,3,3,4,3,1,3,1,1,0,1
2589,65666,Female,Loyal Customer,59,Business travel,Business,861,3,3,3,3,2,4,4,5,5,5,5,3,5,3,0,17,1
2590,77986,Male,disloyal Customer,23,Business travel,Eco,332,1,0,1,4,2,1,2,2,4,5,4,4,4,2,0,0,0
2591,69194,Female,Loyal Customer,59,Business travel,Business,3660,0,4,0,1,3,5,5,4,4,4,4,4,4,3,0,0,1
2592,104096,Female,disloyal Customer,38,Business travel,Business,297,3,3,3,4,5,3,5,5,4,5,3,2,4,5,0,2,0
2593,24109,Female,Loyal Customer,37,Business travel,Business,1654,1,5,4,4,2,4,4,1,1,1,1,2,1,1,15,15,0
2594,117444,Male,Loyal Customer,39,Business travel,Eco,1020,3,2,2,2,3,3,3,3,4,5,3,4,4,3,32,17,0
2595,103292,Male,Loyal Customer,46,Business travel,Eco,872,2,1,1,1,3,2,3,3,2,4,4,4,4,3,42,32,0
2596,62028,Male,Loyal Customer,40,Business travel,Business,2475,4,4,4,4,5,5,4,4,4,4,4,5,4,4,1,0,1
2597,117607,Male,Loyal Customer,24,Business travel,Business,2197,2,2,2,2,4,4,4,4,4,3,5,4,4,4,2,0,1
2598,115217,Female,Loyal Customer,37,Business travel,Business,325,4,4,4,4,3,4,5,4,4,4,4,3,4,5,39,37,1
2599,78888,Female,disloyal Customer,21,Business travel,Eco,826,2,2,2,3,3,2,3,3,4,2,5,5,5,3,0,0,0
2600,60946,Male,disloyal Customer,20,Business travel,Eco,888,2,2,2,2,4,2,4,4,2,1,3,3,3,4,0,0,0
2601,74656,Female,Loyal Customer,38,Personal Travel,Eco,1431,3,5,3,3,3,3,5,3,4,3,4,5,4,3,5,0,0
2602,106036,Female,Loyal Customer,19,Personal Travel,Eco Plus,682,2,5,1,2,1,1,1,1,4,2,5,4,4,1,38,24,0
2603,80877,Male,Loyal Customer,49,Personal Travel,Eco,692,2,4,3,1,5,3,5,5,3,2,4,4,4,5,0,6,0
2604,55426,Male,Loyal Customer,58,Business travel,Business,2136,2,1,2,2,4,4,5,2,2,2,2,3,2,3,9,0,1
2605,66392,Female,Loyal Customer,35,Business travel,Business,1562,4,4,4,4,2,5,4,4,4,4,4,4,4,4,12,31,1
2606,31173,Male,Loyal Customer,28,Business travel,Eco Plus,604,2,2,2,2,2,2,2,2,1,5,3,2,3,2,42,42,0
2607,117447,Male,Loyal Customer,47,Business travel,Eco,1107,3,4,4,4,3,3,3,3,4,2,4,2,3,3,0,0,0
2608,62437,Male,Loyal Customer,46,Business travel,Business,1943,2,2,2,2,2,5,4,5,5,5,5,5,5,5,18,12,1
2609,75660,Female,Loyal Customer,40,Personal Travel,Eco,304,2,4,2,3,2,2,2,2,3,4,4,4,4,2,7,5,0
2610,100582,Male,Loyal Customer,46,Business travel,Business,486,4,4,4,4,4,4,4,4,4,4,4,3,4,3,11,18,1
2611,13287,Male,Loyal Customer,67,Personal Travel,Eco,771,1,4,1,2,2,1,2,2,5,5,5,5,5,2,0,0,0
2612,10685,Male,disloyal Customer,39,Business travel,Business,458,5,5,5,1,1,5,1,1,3,5,4,5,4,1,0,0,1
2613,63255,Female,disloyal Customer,22,Business travel,Business,447,4,2,4,4,4,4,4,4,3,5,4,4,4,4,190,186,1
2614,114748,Male,Loyal Customer,52,Business travel,Business,3187,4,5,4,4,2,5,4,5,5,5,5,3,5,3,1,0,1
2615,90641,Female,disloyal Customer,40,Business travel,Business,250,3,3,3,1,2,3,5,2,3,5,5,3,5,2,0,13,1
2616,65806,Female,Loyal Customer,54,Business travel,Business,1389,2,5,5,5,3,4,3,2,2,2,2,4,2,4,0,0,0
2617,123657,Male,Loyal Customer,32,Business travel,Business,214,5,5,5,5,4,4,4,4,4,2,5,4,5,4,0,0,1
2618,105042,Male,Loyal Customer,24,Personal Travel,Eco,255,3,5,3,4,3,3,3,3,5,2,5,4,5,3,53,30,0
2619,13900,Female,Loyal Customer,50,Business travel,Business,3796,4,1,1,1,2,4,3,2,2,2,4,1,2,1,2,2,0
2620,7618,Male,Loyal Customer,50,Business travel,Business,3477,5,5,5,5,2,5,4,2,2,2,2,5,2,5,0,52,1
2621,27420,Male,Loyal Customer,23,Business travel,Business,2291,4,4,4,4,5,5,5,5,3,1,5,2,4,5,0,0,1
2622,996,Female,disloyal Customer,34,Business travel,Eco,309,1,4,1,4,1,3,3,2,5,2,5,3,5,3,168,165,0
2623,101160,Female,Loyal Customer,25,Business travel,Business,2895,2,1,1,1,2,3,2,2,3,1,3,4,2,2,16,6,0
2624,47483,Male,Loyal Customer,54,Personal Travel,Eco,532,1,4,1,2,3,1,3,3,5,4,4,5,5,3,0,0,0
2625,62757,Female,Loyal Customer,49,Business travel,Business,2338,2,2,2,2,5,3,4,3,3,3,3,4,3,5,2,0,1
2626,70036,Male,Loyal Customer,54,Business travel,Eco,583,4,1,1,1,4,4,4,4,4,2,4,1,3,4,13,0,0
2627,115693,Male,Loyal Customer,37,Business travel,Business,2835,2,5,5,5,4,3,3,2,2,2,2,2,2,3,0,0,0
2628,80458,Female,Loyal Customer,57,Business travel,Business,3755,2,2,2,2,3,4,5,5,5,5,5,3,5,5,28,35,1
2629,91302,Female,Loyal Customer,41,Business travel,Eco Plus,240,3,1,1,1,3,3,2,3,3,3,3,2,3,1,3,0,0
2630,3638,Male,Loyal Customer,35,Business travel,Business,1534,1,1,1,1,3,5,4,5,5,5,5,5,5,5,0,,1
2631,19415,Female,Loyal Customer,25,Business travel,Business,2474,1,1,1,1,5,5,5,5,3,3,4,4,4,5,10,8,1
2632,55903,Male,Loyal Customer,62,Business travel,Business,2853,3,3,3,3,3,4,4,5,5,5,5,5,5,3,0,0,1
2633,99068,Male,disloyal Customer,37,Business travel,Business,419,3,3,3,2,5,3,5,5,5,5,4,3,5,5,23,26,0
2634,81224,Female,Loyal Customer,64,Personal Travel,Eco,1426,1,1,1,3,3,2,2,4,4,1,4,2,4,2,48,75,0
2635,115684,Female,Loyal Customer,23,Business travel,Business,1665,1,1,1,1,5,5,5,5,5,2,5,5,4,5,1,0,1
2636,1429,Male,Loyal Customer,45,Business travel,Business,772,2,2,2,2,4,5,4,5,5,5,5,5,5,4,0,0,1
2637,23577,Female,Loyal Customer,30,Business travel,Business,2846,2,2,2,2,5,5,5,5,5,3,1,2,2,5,0,0,1
2638,28006,Male,Loyal Customer,47,Business travel,Eco,763,4,2,2,2,4,4,4,4,3,1,3,5,5,4,0,0,1
2639,68393,Male,Loyal Customer,53,Business travel,Business,2306,4,4,4,4,5,5,4,4,4,4,4,4,4,5,0,0,1
2640,42303,Female,Loyal Customer,35,Personal Travel,Eco,329,1,5,1,2,4,1,2,4,1,2,2,3,2,4,5,0,0
2641,19419,Male,Loyal Customer,44,Business travel,Eco,645,3,4,4,4,3,3,3,3,4,2,3,1,4,3,44,32,0
2642,60093,Male,Loyal Customer,30,Business travel,Business,1012,3,2,3,3,4,4,4,4,4,2,5,3,4,4,6,0,1
2643,76117,Male,Loyal Customer,16,Business travel,Business,1716,3,3,4,3,5,5,5,5,4,5,5,3,4,5,0,0,1
2644,32336,Female,disloyal Customer,25,Business travel,Eco,102,2,0,2,4,1,2,1,1,2,3,3,1,4,1,0,0,0
2645,43200,Female,Loyal Customer,29,Business travel,Business,466,4,4,4,4,4,4,4,4,1,4,1,1,5,4,66,67,1
2646,9789,Male,Loyal Customer,49,Personal Travel,Eco,383,4,4,4,1,2,4,2,2,3,2,4,4,5,2,0,0,0
2647,35739,Male,Loyal Customer,48,Business travel,Eco,2153,4,5,5,5,4,4,4,4,3,1,3,5,4,4,0,0,1
2648,100988,Male,Loyal Customer,57,Business travel,Business,867,2,4,4,4,3,4,3,2,2,2,2,4,2,2,15,10,0
2649,78426,Female,Loyal Customer,30,Business travel,Business,2002,5,5,5,5,4,5,5,5,4,4,4,5,5,5,211,211,1
2650,60870,Male,disloyal Customer,34,Business travel,Business,1491,1,1,1,2,1,1,1,1,5,5,5,3,4,1,59,46,0
2651,25531,Female,Loyal Customer,16,Personal Travel,Eco,547,2,5,2,2,5,2,5,5,5,3,4,3,4,5,32,44,0
2652,7880,Male,disloyal Customer,42,Business travel,Eco,910,1,1,1,3,5,1,5,5,4,4,3,1,4,5,0,0,0
2653,88304,Male,disloyal Customer,15,Business travel,Eco,545,3,2,2,4,2,2,3,2,2,4,4,2,4,2,0,0,0
2654,55153,Male,Loyal Customer,17,Personal Travel,Eco,1635,2,4,2,4,1,2,3,1,5,3,4,3,4,1,1,0,0
2655,72204,Male,Loyal Customer,56,Business travel,Business,2724,3,5,3,3,5,5,5,3,3,5,4,5,5,5,6,0,1
2656,7159,Female,Loyal Customer,42,Business travel,Business,135,3,3,3,3,5,4,5,4,4,4,5,4,4,3,4,0,1
2657,37224,Female,Loyal Customer,39,Business travel,Business,989,2,2,2,2,4,4,4,4,4,4,4,4,4,3,77,67,1
2658,6894,Female,Loyal Customer,50,Business travel,Business,1793,4,4,4,4,2,4,5,4,4,4,4,4,4,4,25,73,1
2659,88038,Male,Loyal Customer,52,Business travel,Business,3889,5,5,1,5,4,5,5,5,5,5,5,3,5,5,0,1,1
2660,120011,Female,Loyal Customer,70,Personal Travel,Eco,328,0,0,0,3,4,3,4,2,2,0,2,4,2,5,0,0,1
2661,98052,Female,Loyal Customer,14,Business travel,Eco,1797,1,4,4,4,1,2,1,1,4,3,3,1,4,1,0,0,0
2662,128984,Male,Loyal Customer,70,Personal Travel,Eco,236,4,5,4,3,4,4,4,4,1,1,5,1,2,4,0,0,0
2663,84774,Male,disloyal Customer,32,Business travel,Business,534,3,3,3,4,1,3,1,1,3,3,4,4,4,1,0,0,0
2664,69358,Male,Loyal Customer,54,Business travel,Business,1096,5,5,1,5,5,4,5,4,4,4,4,5,4,4,0,0,1
2665,66338,Female,disloyal Customer,26,Business travel,Business,986,1,1,1,2,3,1,3,3,4,5,4,4,5,3,5,0,0
2666,408,Female,Loyal Customer,47,Business travel,Business,3169,2,5,5,5,1,2,2,2,2,2,2,2,2,1,0,0,0
2667,54566,Female,Loyal Customer,28,Business travel,Eco Plus,925,0,0,0,2,5,0,5,5,1,1,4,2,1,5,89,92,1
2668,70576,Male,Loyal Customer,51,Personal Travel,Eco,1258,5,5,5,1,3,5,3,3,5,4,5,5,4,3,0,0,1
2669,70236,Male,disloyal Customer,25,Business travel,Eco,782,4,4,4,1,5,4,5,5,3,2,3,3,5,5,0,32,1
2670,22909,Female,Loyal Customer,30,Business travel,Business,1597,3,3,3,3,4,4,4,4,4,5,4,4,5,4,0,0,1
2671,96609,Male,Loyal Customer,43,Business travel,Business,3723,2,2,2,2,4,4,5,2,2,2,2,5,2,5,5,10,1
2672,84781,Male,Loyal Customer,43,Business travel,Business,2970,2,2,3,2,2,5,5,4,4,4,4,4,4,5,45,74,1
2673,100336,Female,Loyal Customer,67,Business travel,Eco,633,3,5,1,5,3,3,4,3,3,3,3,3,3,1,0,0,0
2674,105982,Female,Loyal Customer,13,Personal Travel,Eco,2295,3,1,3,3,3,2,2,4,4,1,3,2,1,2,6,17,0
2675,50277,Female,Loyal Customer,58,Business travel,Business,1787,3,2,2,2,4,4,3,5,5,4,3,4,5,3,0,0,0
2676,120722,Male,disloyal Customer,21,Business travel,Eco,90,3,0,3,4,1,3,1,1,5,4,4,4,5,1,0,0,0
2677,126881,Male,Loyal Customer,44,Personal Travel,Eco,2125,2,5,3,3,3,3,3,3,1,4,1,2,1,3,0,22,0
2678,24965,Male,Loyal Customer,54,Personal Travel,Eco,226,3,5,3,2,4,3,4,4,4,2,4,5,4,4,0,0,0
2679,66197,Male,disloyal Customer,36,Business travel,Eco,550,4,4,4,3,2,4,2,2,4,2,3,2,4,2,0,0,0
2680,96113,Male,Loyal Customer,46,Business travel,Business,1069,1,1,1,1,3,5,4,5,5,5,5,4,5,5,16,18,1
2681,67483,Male,Loyal Customer,58,Personal Travel,Eco,641,1,5,0,4,3,0,3,3,5,2,4,3,4,3,31,24,0
2682,73479,Female,Loyal Customer,69,Personal Travel,Eco,1005,3,5,3,3,5,4,4,4,4,3,4,4,4,4,0,0,0
2683,12632,Female,Loyal Customer,18,Business travel,Business,2046,5,5,1,5,4,4,4,4,2,3,4,1,2,4,33,16,1
2684,57387,Male,Loyal Customer,36,Business travel,Business,3491,5,5,5,5,4,4,4,3,3,3,3,5,3,4,0,4,1
2685,6534,Female,Loyal Customer,35,Personal Travel,Eco Plus,599,5,3,5,3,3,5,1,3,2,5,2,3,3,3,0,0,1
2686,102668,Female,Loyal Customer,52,Business travel,Business,1709,3,3,3,3,2,5,4,4,4,4,4,5,4,3,1,0,1
2687,34710,Female,Loyal Customer,27,Business travel,Business,2462,4,4,4,4,4,4,4,4,2,4,5,2,1,4,0,0,1
2688,104713,Female,Loyal Customer,27,Business travel,Business,1342,4,4,4,4,3,3,3,3,5,5,4,3,5,3,0,4,1
2689,14787,Male,Loyal Customer,34,Business travel,Business,3488,3,3,3,3,1,4,4,5,5,5,5,3,5,5,0,0,1
2690,119874,Female,Loyal Customer,21,Personal Travel,Eco,912,0,5,0,1,1,0,1,1,4,3,5,3,5,1,2,0,1
2691,45527,Female,Loyal Customer,36,Personal Travel,Eco Plus,689,2,5,2,2,3,2,3,3,5,3,4,5,4,3,26,22,0
2692,23970,Male,disloyal Customer,23,Business travel,Eco,596,0,0,1,4,3,1,3,3,5,2,4,3,5,3,0,0,1
2693,80331,Male,Loyal Customer,25,Personal Travel,Eco,746,4,4,4,4,3,4,3,3,3,4,4,3,5,3,0,0,1
2694,25682,Male,Loyal Customer,46,Business travel,Eco Plus,361,3,4,4,4,3,3,3,3,3,1,1,2,1,3,0,6,1
2695,14560,Male,Loyal Customer,31,Personal Travel,Eco Plus,288,1,4,1,1,3,1,3,3,3,4,5,5,4,3,0,0,0
2696,112391,Female,Loyal Customer,40,Business travel,Eco,846,2,5,5,5,2,2,2,2,3,3,2,3,3,2,2,0,0
2697,124711,Female,Loyal Customer,62,Personal Travel,Eco,399,1,4,1,2,4,4,5,2,2,1,2,4,2,3,0,1,0
2698,1896,Male,Loyal Customer,45,Business travel,Business,295,0,0,0,3,3,5,4,1,1,1,1,4,1,4,29,28,1
2699,89848,Female,Loyal Customer,10,Personal Travel,Business,1306,1,5,1,3,2,1,2,2,5,2,3,5,5,2,89,76,0
2700,105539,Male,Loyal Customer,53,Business travel,Eco,211,4,4,4,4,4,4,4,4,5,3,1,1,4,4,5,0,1
2701,62398,Female,Loyal Customer,49,Personal Travel,Eco,2704,3,2,4,2,2,3,3,2,2,4,2,1,2,1,4,0,0
2702,61386,Male,disloyal Customer,20,Business travel,Business,679,4,0,4,5,2,4,2,2,4,5,5,4,4,2,25,6,1
2703,95491,Female,disloyal Customer,33,Business travel,Business,189,3,2,2,4,2,2,5,3,3,4,4,5,4,5,324,323,0
2704,27775,Male,Loyal Customer,32,Business travel,Business,1917,3,5,5,5,3,2,3,3,3,3,3,1,4,3,0,0,0
2705,85022,Female,Loyal Customer,50,Personal Travel,Eco,1590,4,4,4,4,5,5,4,5,5,4,5,3,5,4,72,69,0
2706,25778,Female,Loyal Customer,21,Business travel,Eco,762,4,4,4,4,4,4,3,4,3,2,4,5,5,4,3,7,1
2707,109225,Male,Loyal Customer,49,Personal Travel,Eco,616,2,4,2,1,5,2,4,5,5,3,5,5,4,5,46,39,0
2708,71928,Female,disloyal Customer,36,Business travel,Business,1846,4,4,4,3,4,4,4,4,5,4,3,3,4,4,11,4,0
2709,62473,Female,Loyal Customer,58,Business travel,Business,1744,4,4,4,4,2,4,4,3,3,3,3,4,3,4,0,0,1
2710,113983,Male,Loyal Customer,12,Business travel,Business,1844,5,5,3,5,4,4,4,4,3,4,5,3,4,4,0,0,1
2711,28690,Female,Loyal Customer,36,Business travel,Eco,2182,3,2,2,2,3,3,3,3,2,5,3,5,2,3,0,0,1
2712,128718,Male,Loyal Customer,58,Business travel,Business,1464,2,2,2,2,2,4,4,2,2,2,2,4,2,4,0,0,0
